Time,capacity_factor,dewpoint_temperature_2m(℃),temperature_2m(℃),relative_humidity(%),surface_solar_radiation_downwards_hourly(MJ/m2),surface_latent_heat_flux_hourly(MJ/m2),surface_net_solar_radiation_hourly(MJ/m2),surface_net_thermal_radiation_hourly(MJ/m2),surface_sensible_heat_flux_hourly(MJ/m2),total_precipitation_hourly(mm),potential_evaporation_hourly(mm),total_evaporation_hourly(mm),tcdc(0~100)
2021/5/8,0.1294,22.136848596384414,24.91394917500253,84.61446061519354,20.972720573260887,-7.332558184681858,17.765922279702384,-3.760738876198048,-4.974308012341922,1.0486710549010625,-6.296396416985736,-2.9320406541601995,68.07375963678172
2021/5/9,0.1458,21.753788273076196,25.00518726020248,82.33824057429064,21.69479913523075,-8.095519276586735,18.37384307421073,-4.234604628910024,-4.730119638759391,0.3342700183916509,-5.882791372529812,-3.2372149362035283,57.73231078496248
2021/5/10,0.2328,21.98013713401805,25.754455821116228,79.83361037458722,23.18088304041008,-8.218957080631842,19.62638816963789,-4.718480246380804,-5.23279209258272,0.0185029547915853,-6.647976386667935,-3.2865228178149217,67.494325805366
2021/5/11,0.2332,20.339235081183155,27.168052990552,67.01742566147807,25.56259937498639,-10.092319293622264,21.625969091107063,-6.0673854602632655,-3.6246580315517214,0.0052601916887201,-10.912468401245302,-4.035638069686464,50.6942302888012
2021/5/12,0.2337,19.87840366775608,27.514173583147056,64.26438905141971,25.14589935399841,-9.569842008091324,21.257494742228868,-5.774229800271396,-4.180281502053786,0.0344358986600834,-10.874150232608828,-3.826701152234421,59.19046706015948
2021/5/13,0.2283,22.22630713586395,27.130227095995885,74.93222679128696,22.85685816443025,-7.563274475253375,19.32109972550187,-4.642385761602823,-5.66635087453732,0.0286374153088688,-7.308093810324042,-3.024388224201706,50.23598163498024
2021/5/14,0.2264,22.892128845449584,27.04412052445482,78.36513023093218,23.097110999948743,-7.190522544743693,19.516201826788123,-4.826893999192865,-6.085253662309516,0.0901584005612974,-7.08493390406025,-2.875305993193688,41.729711336570176
2021/5/15,0.2099,23.75036121056503,27.218768248221373,81.36788310512885,22.01202287522053,-6.3352472102117545,18.59623483602936,-4.982203381843971,-5.885387797390372,0.0162366744145402,-6.938840013107036,-2.5332827963428133,25.926421006367818
2021/5/16,0.2352,22.04695559270231,28.51510666537472,68.31529432287567,26.681870313402182,-8.120366735708174,22.519489123647176,-6.212025627015517,-6.3607949242190855,0.0061690672588873,-11.143912756253728,-3.2470839183727547,34.60152546929999
2021/5/17,0.2232,21.250446246703454,28.0026560230618,67.58197388075153,23.06484435317512,-6.954791522946038,19.452570662199197,-5.602353939894178,-5.724794010531335,0.2944504459148764,-9.71637332644756,-2.780996123744634,48.53054180802317
2021/5/18,0.171,23.51717885837475,26.32585900923724,84.44582694050945,18.59470105173236,-5.308377872616518,15.678639865941904,-4.151290087998308,-5.797882436920249,1.1673062773607423,-5.600674483613801,-2.1226754459335258,64.55319318472388
