Time,capacity_factor,dewpoint_temperature_2m(℃),temperature_2m(℃),relative_humidity(%),surface_solar_radiation_downwards_hourly(MJ/m2),surface_latent_heat_flux_hourly(MJ/m2),surface_net_solar_radiation_hourly(MJ/m2),surface_net_thermal_radiation_hourly(MJ/m2),surface_sensible_heat_flux_hourly(MJ/m2),total_precipitation_hourly(mm),potential_evaporation_hourly(mm),total_evaporation_hourly(mm),tcdc(0~100)
2021/8/2,0.1399,24.57948190968145,26.08074374016031,91.4677478571248,10.361940230285237,-7.144248266007555,8.53431001780839,-1.6757113432984228,0.1378965086318446,12.48705235510026,-2.9770853687738352,-2.8567796787798656,78.94968109933036
2021/8/3,0.0975,24.907808626655203,26.298078928402067,92.08342361898478,8.285405084710078,-5.705022565874504,6.821058587265799,-1.59058449565121,0.2617104882280685,10.269835406678531,-2.5285335282624324,-2.281286636135725,88.66911515896172
2021/8/4,0.1189,24.85554671934768,26.578601986368525,90.29603443363813,11.742888400474127,-6.803092281204588,9.663290122131768,-2.179725746750571,-0.5844615895145582,13.423990459664438,-3.184034751960368,-2.7203584507490195,89.70963512707337
2021/8/5,0.1062,24.97719873410116,26.39753649311438,91.92873812674414,8.286562432316202,-4.631724201273951,6.819134036887064,-2.0842394350112947,-0.185558673066869,10.334733334268174,-2.083542396948829,-1.8521067511032232,95.54358461946808
2021/8/6,0.0177,24.87455361064841,26.144829695899404,92.7396214679518,3.55655030488676,-2.3656076433573787,2.929735688962805,-1.6474332683630863,0.6794254736866034,28.653061010544523,-0.9526586831435786,-0.9459149098650652,94.93948240834791
2021/8/7,0.0217,24.01613943579147,25.34173841978028,92.39265230216571,3.7115989514148087,-5.395794921975472,3.0544770506668115,-0.9594202736554543,2.610293484037631,77.34639035021164,-2.161559382231772,-2.157604933932019,82.7556904518435
2021/8/8,0.2398,24.302329533111852,26.903940022227147,85.6966669899866,17.607066955050787,-10.65240062218756,14.488557510653552,-2.8280096012158573,-0.2951581732562944,2.0025064415230096,-5.636483865165594,-4.259595278586305,57.147760492711
2021/8/9,0.1677,24.96308893085677,27.42371829226021,86.47599822978577,17.99405680029628,-9.687823239427312,14.806450142384444,-2.788471591576447,-1.6731817552741015,3.3790747707106514,-4.899356936099295,-3.873862919547097,67.96194969156154
2021/8/10,0.1256,24.619767612708905,27.31708482975076,85.24583696217736,18.68081521139866,-10.102705920379236,15.370631560452532,-3.387027640395197,-1.435183279531853,3.0320184184696477,-5.143186689785336,-237734461.7377552,58.08921546029667
2021/8/11,0.1923,24.842278882015968,27.084850024427688,87.57246850975719,17.48856362198316,-9.681250954747544,14.387881253470802,-2.903545176235374,-1.6952475274202397,3.885356971526123,-4.944275317850245,-3.871269092917784,81.61241576283598
